metric,period_start,period_end,actual_sum,forecast_sum,next_fcast,kpi_pct
daily,2025-03-23,2025-03-23,31.0,56.517285590058876,59.386361420421984,-45.15
weekly,2025-03-17,2025-03-23,240.0,411.71666101129546,400.7522936486498,-41.71
monthly,2025-02-24,2025-03-23,1054.0,1558.4333800402176,1657.1886873258188,-32.37
quarterly,2024-12-24,2025-03-23,3772.0,4818.514377821784,5556.27209637752,-21.72
daily,2025-05-04,2025-05-04,0.0,62.19853738532113,66.21098092644928,
weekly,2025-04-28,2025-05-04,0.0,439.76925860253994,435.1077512168818,
monthly,2025-04-05,2025-05-04,0.0,1835.4768448521959,1845.4701997650504,
quarterly,2025-02-05,2025-05-04,1903.0,4984.9570214625255,5521.547028396137,-61.83
daily,2025-01-12,2025-01-12,61.0,49.41603563967385,53.87211582462638,23.44
weekly,2025-01-06,2025-01-12,435.0,351.5876669472771,380.2048403503063,23.72
monthly,2024-12-13,2025-01-12,2042.0,1825.2654563741594,1707.0311336275777,11.87
quarterly,2024-10-13,2025-01-12,5834.0,5526.12762583063,5090.68363567262,5.57
